Job Title,,Job Experience Required,Key Skills,Role Category,Location,Functional Area,Industry,Role,Longitude,Latitude,sal
HR Recruiter (volume Hiring),, 2 - 5 Years,Recruitment|Volume Hiring|HR|BPO Hiring|Sourcing|Interviewing|Onboarding|Staffing|Orientation|Human Resource Management,HR/ Recruitment / IR, Gurgaon,"HR , Recruitment , Administration , IR",BPO / Call Centre / ITES,HR Executive,77.00270015,28.42826235,6631
 Java Full Stack Developer,,4 - 7 yrs, Java| CSS| Rest| Spring Mvc| Javascript| HTML| JPA| Spring Boot| JQuery| Web Services,Programming & Design,Pune,"IT Software - Application Programming , Maintenance","IT-Software, Software Services",Software Developer,73.8544541,18.521428,6708
 GM Finance- Export Import Company,,10 - 17 yrs, financial analysis| financial planning| taxation| VP Finance,Senior Management,Mumbai,"Accounts , Finance , Tax , Company Secretary , Audit","Export, Import",Head/VP/GM-Finance/Audit,72.8773928,19.0759899,2007
 Content Writer,,1 - 3 yrs, Publishing| SEO| Content management| Social media| Wordpress| Management systems| Research| Brand awareness| Web technologies| Journalism,Content Development,Bengaluru,"Journalism , Editing , Content","Advertising, PR, MR, Event Management",Content Developer,77.590082,12.9767936,4162
 Job Opening for Sm/avp_credit Audit_mumbai,,7 - 10 yrs, Auditing| Audit Planning| Risk Assessment| Banking| Credit Risk| Credit Policy,Senior Management,Mumbai,"Accounts , Finance , Tax , Company Secretary , Audit","Banking, Financial Services, Broking",Head/VP/GM-CFO/Financial Controller,72.8773928,19.0759899,3882
 iOS Game Developer,,3 - 8 yrs, c++| development| gaming| C| software| HTML| ios| opengl| iphone| design| MySQL| JavaScript,Programming & Design,"Faridabad,Gurgaon,Mumbai","IT Software - Application Programming , Maintenance","IT-Software, Software Services",Software Developer,77.2005601,28.4070322,1860
 Hiring: Executive-business Developer(seller Acquisition) On Contract,,1 - 4 yrs, business development| e - commerce| sales executive| sales associate| sales officer| sales| field sales| mba fresher| fresher| new product development| channel sales,Retail Sales,Ahmedabad,"Sales , Retail , Business Development","Internet, Ecommerce",Sales Executive/Officer,72.5797068,23.0216238,3241
 Java/j2ee Application Developer,,3 - 6 yrs, rest| java| sql| oop| angularjs| ui development| oracle,Programming & Design,Mumbai,"IT Software - Application Programming , Maintenance","Banking, Financial Services, Broking",Software Developer,72.8773928,19.0759899,3436
" Accepting Application for Intership for Java, PHP, Web Design, Android",,0 - 1 yrs, Javascript| PHP| HTML| Visualization| jQuery| web| Programming| Commerce| Web designing| Application| Android,Programming & Design,Pune,"IT Software - Application Programming , Maintenance","IT-Software, Software Services",Software Developer,73.8544541,18.521428,2821
 Automation-Expert-Senior-Automation-Expert,,3 - 5 yrs, Process automation| Commodity Markets| Artificial Intelligence| Market intelligence| Machine learning| Corporate| Relationship| Operations| Analytics| Robotics,Programming & Design,"Gurgaon,haryana",IT Software - QA & Testing,"IT-Software, Software Services",Team Lead/Technical Lead,77.00270015,28.42826235,2090
 Product Manager- Marketing(consumer Durables),,5 - 10 yrs, IT Sales| Marketing Campaigns| Social Media| Btl| Marketing Management| Digital Marketing| Dealer Sales| Channel Partners| Communication Skills| Process Flow,Institutional Sales,Mumbai,"Sales , Retail , Business Development","Banking, Financial Services, Broking",Sales/Business Development Manager,72.8773928,19.0759899,2385
 Embedded Android Engineer,,10 - 12 yrs, Android| Troubleshooting| Middleware| Firmware| SOC| Linux kernel| Bluetooth| Computer science| Test scripts| Test strategy,Programming & Design,Noida,"IT Software - Embedded , EDA , VLSI , ASIC , Chip Design","Semiconductors, Electronics",Software Developer,77.3271074,28.5707841,1880
 Inbound International BPO Voice Process-US Shift,,1 - 4 yrs, Outbound| Antivirus| Technical support| Voice process| Technical Support Executive| US shift| Inbound voice process| Customer Service Executive| Comp| International BPO,Voice,Kolkata,"ITES , BPO , KPO , LPO , Customer Service , Operations","IT-Software, Software Services",Associate/Senior Associate -(NonTechnical),88.35769124,22.5414185,6309
 Jr. Support Executives,,1 - 6 yrs,vide,Other,Mumbai,"IT Hardware , Technical Support , Telecom Engineering",IT-Hardware & Networking,Fresher,72.8773928,19.0759899,6466
 Sales Executive,,0 - 1 yrs, Sales Executive| Cold calling| market research| customer profiling| sales executive| marketing executive| distributors| Business Development| sales strategy,Retail Sales,"Coimbatore,Raipur,Visakhapatnam,Pune","Sales , Retail , Business Development","Industrial Products, Heavy Machinery",Sales Executive/Officer,,,2329
 Recruitment Officer ,,0 - 1 yrs, Administration| HR| Recruitment| Recruitment Executive| IR,HR/ Recruitment / IR,Bengaluru,"HR , Recruitment , Administration , IR","Recruitment, Staffing",Recruitment Executive,77.590082,12.9767936,1824
 Senior Principal Software Engineer,,8 - 10 yrs, Web development| Analytics| Healthcare| Software design| Monitoring| JIRA| Computer science| Backend| Inside sales| Cloud,Programming & Design,Pune,"IT Software - Application Programming , Maintenance","BPO, Call Centre, ITeS",Technical Architect,73.8544541,18.521428,3944
 Senior Branch Sales & Development Head - Agency - General Insurance,,5 - 9 yrs, Team Management| Advisory Services| General Insurance| Sales Initiatives| Financial Products| Distributor Sales| Branch Sales| Sales Development| Motor Insurance| Marketing,General Insurance,"Delhi NCR,Mumbai,Pune,Ahmedabad,Gurgaon,Nagpur,Gujarat,Maharashtra,Nashik","Financial Services , Banking , Investments , Insurance",Insurance,Branch Manager,,,2887
 Pharma/nutrition Sales Profile Opening with Hexagon Nutrition,,0 - 5 yrs, clinical pharmacy| mr| sales officer| territory executive| business development| sales executive,Retail Sales,"Chennai,Bengaluru","Sales , Retail , Business Development","Pharma, Biotech, Clinical Research",Sales Executive/Officer,77.5660159,13.0140789,4992
 Urgent job Position For SAP MDG Functional Analyst- All Over India,,6 - 11 yrs,vide,System Design/Implementation/ERP/CRM,"Delhi NCR,Mumbai,Bengaluru","IT Software - Application Programming , Maintenance","IT-Software, Software Services",ERP Consultant,121.0977529,14.6719732,1558
 Manager / Asst. Manager - Vendor Development ( Purchase ) - Gurgaon,,7 - 12 yrs, sap| procurement| scm| material| sheetmetal| sheet metal| purchase| VD| vendor development| sourcing| BOP,Purchase/Material Management,Gurgaon,"Supply Chain , Logistics , Purchase , Materials","Industrial Products, Heavy Machinery",Purchase/Vendor Development Manager,77.00270015,28.42826235,2929
 Java with AngularJS and Spring,,3 - 6 yrs, Angularjs| CSS| Core Java| DOM| Computer Science| Javascript| HTML| Spring| Ajax,Programming & Design,Greater Noida,"IT Software - Application Programming , Maintenance","IT-Software, Software Services",Software Developer,77.5137649,28.4670734,5708
 Manager- Admission,,2 - 7 yrs, data analysis| Admissions| placements| Help Desk| access controls| Asset Management,Other,Ghaziabad,"Teaching , Education , Training , Counselling","Education, Teaching, Training",Other,77.45268496,28.7218316,3367
 Full Time Academic Writer for Ca/cma- Accounting & Taxation,,0 - 3 yrs, academic research| accounting| taxation| ifrs| us gaap| international taxation| cost accounting| company secretary| auditing| company law| corporate law| icwa| cma,,"Delhi NCR,Delhi,Greater Noida,Gurgaon,Noida",Other,"Education, Teaching, Training",Other,,,3768
 Sales Head for It Consulting Company in Gurgaon,,4 - 8 yrs, marketing| bdm| sales| business development| it sales| ncr| hardware sales,Retail Sales,Gurgaon,"Sales , Retail , Business Development","Recruitment, Staffing",Sales/Business Development Manager,77.00270015,28.42826235,2522
 Adeeba Group is Currently hiring for US Inbound Tech Process.,,2 - 7 yrs, Outbound| Night shift| Service| English| process| Technical| Technical support| Inbound calls| Voice process| Group,Voice,Kolkata,"ITES , BPO , KPO , LPO , Customer Service , Operations","IT-Software, Software Services",Associate/Senior Associate -(Technical),88.35769124,22.5414185,2739
 Mechanical Engineer Require For Shut Down,,5 - 10 yrs, RT| PT| MPI| NDT Inspection| NDT Level| Diploma| Quality Inspection| Level Ii| Inspection Engineering| Mechanical Engineering| UT,Production/Manufacturing/Maintenance,Kolkata,"Production , Manufacturing , Maintenance","Oil and Gas, Energy, Power, Infrastructure",Service/Maintenance Engineer,88.35769124,22.5414185,2459
 CARE Specialist,,2 - 5 yrs, Customer service| Healthcare| Customer relationship| Windows| Graphic designing| CAD| Illustrator| Customer satisfaction| Application software,Voice,Ahmedabad,"ITES , BPO , KPO , LPO , Customer Service , Operations","Printing, Packaging",Associate/Senior Associate -(NonTechnical),72.5797068,23.0216238,1678
 Opening For Fresher,,0 - 1 yrs, BPO| any graduate| Voice Process| Voice Support,Voice,Chennai,"ITES , BPO , KPO , LPO , Customer Service , Operations","BPO, Call Centre, ITeS",Associate/Senior Associate -(NonTechnical),80.270186,13.0836939,6591
 Technical Support Associate / Technical Sales Associate-Inbound Voice ,,0 - 3 yrs, Outbound| Antivirus| Comp| Technical support| Technical Support Associate| technical sales associate| Sales| Technical Associate| Voice support| Inbound calls,Voice,Kolkata,"ITES , BPO , KPO , LPO , Customer Service , Operations","IT-Software, Software Services",Associate/Senior Associate -(Technical),88.35769124,22.5414185,5972
 Head of Maintenance,,12 - 18 yrs, Equipment Maintenance| Hydraulics| Inventory Management| Management Skills| Maintenance Head| Electricals,Senior Management,"Mumbai,Pune","Production , Manufacturing , Maintenance","Automobile, Auto Anciliary, Auto Components",Head/VP/GM-Production/Manufacturing/Maintenance,73.85682537,18.52930005,6176
" Tcs Hiring For Support Analyst - Bigdata(apache Hadoop,aws Certified)",,2 - 6 yrs, hive| apache| itil process| hadoop| big data| aws| core java,Programming & Design,Chennai,"IT Software - Application Programming , Maintenance","IT-Software, Software Services",Software Developer,80.270186,13.0836939,4642
 Job Opening For Corporate Sales (insurance Broking) Mumbai/ Bangalore,,3 - 8 yrs, motor insurance| insurance sales| insurance broking| general insurance,Corporate Sales,"Mumbai,Bengaluru","Sales , Retail , Business Development",Insurance,Sales/Business Development Manager,77.5718472,13.0002869,2977
Spring Boot,, 3 - 8 Years,SQL|Hibernate|Multithreading|OOAD|Eclipse|Business process|Outsourcing|Version control|Memory management|Control system,Programming & Design, Bengaluru,"IT Software - Application Programming , Maintenance",IT-Software / Software Services,Team Lead/Technical Lead,77.590082,12.9767936,5170
 Sr. Engineer Design (Mechanical),,2 - 6 yrs, CATIA| AutoCAD| Pressure vessels| Mechanical| Primavera| PSCAD,Engineering Design,Pune,"Engineering Design , R&D","Strategy, Management Consulting Firms",Senior Design Engineer,73.8544541,18.521428,2998
 Senior Manager Cost & Program Management,,6 - 9 yrs, Team Management| Project Execution| Program Management| Customer Experience| Data Analytics| Supply Chain| Operations Planning,Purchase/Material Management,Bengaluru,Purchase / Logistics / Supply Chain,"Internet, Ecommerce",Purchase/Vendor Development Manager,77.590082,12.9767936,6415
 Manager Sales Commercial Segment,,4 - 9 yrs, business development management| Sales Management,Retail Sales,"Delhi NCR,Chandigarh,Mohali","Sales , Retail , Business Development","Real Estate, Property",Sales/Business Development Manager,,,2264
 Outbound Sales Executive,,1 - 5 yrs, Outbound Sales| tele sales| Sales Executive Activities,,Pune,Other,Other,Other,73.8544541,18.521428,6063
 US Tech Process,,0 - 1 yrs, Technical support| Outbound| Comp| Technical| Domestic BPO| US shift| process| Inbound calls| Bonus,Voice,Kolkata,"ITES , BPO , KPO , LPO , Customer Service , Operations","IT-Software, Software Services",Associate/Senior Associate -(Technical),88.35769124,22.5414185,4291
" Community Manager,",,0 - 1 yrs, Operations| Inventory Management| Vendor Management| Bhm| Hospitality| Front Office| Guest Relations| Hospitality Management| hotel management,Front Office/Customer Care,Bengaluru,"Hotels , Restaurants","Travel , Hotels , Restaurants , Airlines , Railways",Front Office/Guest Relations Executive/Manager,77.590082,12.9767936,5975
 Software Engineer- Mobile Applications - Android,,3 - 8 yrs, financial s| windows| android| mobile development,Programming & Design,Bengaluru,"IT Software - Application Programming , Maintenance","IT-Software, Software Services",Software Developer,77.590082,12.9767936,1915
 Hardware Board Design Engineer,,3 - 8 yrs, Hardware Board Design| Mixed Signal| Design Engineering,Programming & Design,Bengaluru,"IT Software - Embedded , EDA , VLSI , ASIC , Chip Design","IT-Software, Software Services",Software Developer,77.590082,12.9767936,5066
 Corporate Head - Operations,,5 - 10 yrs, environment| functional| operations| business| verbal communication| coaching| analytical skills,Senior Management,Mumbai,"ITES , BPO , KPO , LPO , Customer Service , Operations","Security, Law Enforcement",Head/VP/GM-Operations,72.8773928,19.0759899,5426
 HR Recruitment Executive,,1 - 3 yrs, Screening| Linkedin| IT Recruitment| hr recruitment| Database| recruiter| Sourcing| Interviewing| Recruitment,HR/ Recruitment / IR,Noida,"HR , Recruitment , Administration , IR","BPO, Call Centre, ITeS",Recruitment Executive,77.3271074,28.5707841,5525
 Software Engineer Android,,2 - 6 yrs, java| linux| server| development| eclipse ide| c| technical| mobile| eclipse| objective c| usability| ui| design| debugging| backend| developer| programming| applications,Programming & Design,Pune,"IT Software - Application Programming , Maintenance","IT-Software, Software Services",Software Developer,73.8544541,18.521428,4995
 Sales Coordinator,,0 - 2 yrs, Retail Sales| Sales Executive Activities| Revenue Generation| Inhouse Sales,Retail Sales,Ahmedabad,"Sales , Retail , Business Development","Retail, Wholesale",Counter Sales,72.5797068,23.0216238,2453
 Ecommerce Executive,,0 - 5 yrs, BPO| Customer Support| international bpo| Voice Process| International Voice| International Voice Process,Voice,Gurgaon,"ITES , BPO , KPO , LPO , Customer Service , Operations","BPO, Call Centre, ITeS",Associate/Senior Associate -(NonTechnical),77.00270015,28.42826235,2912
 Team Lead / Dev Lead,,5 - 7 yrs, J2Ee| Core Java| jQuery| ERP| Tomcat| Eclipse| Open source| Selenium| Computer science| OFBIZ,Programming & Design,Bengaluru,"IT Software - Application Programming , Maintenance","IT-Software, Software Services",Team Lead/Technical Lead,77.590082,12.9767936,3472
 Andriod Developer,,0 - 2 yrs, Android Development| Android Studio| Java| Troubleshooting| API Testing| API,,"Mumbai,Mumbai Suburbs",Other,"Media, Entertainment, Internet",Other,72.9249,19.0637885,6374
 Physics Teacher,,4 - 6 yrs, Counselor| Mentor| Trainer| Advisor| Teaching,Subject Teachers (TGT/PGT),Mumbai,"Teaching , Education , Training , Counselling","Education, Teaching, Training",Physics Teacher,72.8773928,19.0759899,5664
 Manager Sales &amp; Marketing,,12 - 15 yrs, lead generation| branding| business development| Sales Management| market research| competitive intelligence| market analysis| Marketing,Institutional Sales,"Delhi NCR,Mumbai","Sales , Retail , Business Development","Chemicals, PetroChemical, Plastic, Rubber",Sales/Business Development Manager,121.0977529,14.6719732,6661
 Design Engineer,,2 - 7 yrs, Wireless| Automation| Simulation| Networking| Aerospace| FPGA| Coding| System verilog| Automotive| Physical design,Engineering Design,Hyderabad,"Engineering Design , R&D","IT-Software, Software Services",Design Engineer,78.4740613,17.360589,2555
 VERY Urgent Opening for IT Recruiter & Non IT Recruiter !! Apply NOW ,,1 - 5 yrs, hr| recruitment| recruiter| hiring| head hunting| leadership| mass hiring| volume hiring| bulk hiring| team leader| senior| tl| non it| it recruitment| technical hiring| it recruiter| bfsi| engineering| manufacturing| insurance| bpo| IT,HR/ Recruitment / IR,Pune,"HR , Recruitment , Administration , IR","Recruitment, Staffing",Recruitment Executive,73.8544541,18.521428,5520
 Associate,,0 - 3 yrs, Associate,Accounts,Bengaluru,"Accounts , Finance , Tax , Company Secretary , Audit","Accounting, Finance",Accounts Executive/Accountant,77.590082,12.9767936,2192
 Receptionist (Female),,1 - 5 yrs, Receptionist| Administration| Front Desk| Travel Arrangements| Front Office| Computer Operating,,Delhi,"Executive Assistant , Front Office , Data Entry","Banking, Financial Services, Broking",Receptionist,77.2219388,28.6517178,3410
 Senior .NET Developer,,2 - 7 yrs, javascript| html| sql server| ajax| jquery| soa| oop| english| proactive| asp net c,Programming & Design,"Ahmedabad,Ahmedabad","IT Software - Application Programming , Maintenance","IT-Software, Software Services",Software Developer,72.5797068,23.0216238,1670
 Sales Manager : School & Higher Academic Books,,5 - 10 yrs, marketing executive| Sales| distributors| customer profiling| sales strategy| market research| Business Development| sales executive,Corporate Sales,"Bengaluru,Hyderabad,Chennai,Mumbai","Sales , Retail , Business Development",Publishing,Sales/Business Development Manager,,,6923
 Supply Chain - Import Export Executive,,1 - 2 yrs, QMS| Impex| Environmental Management System| Warehouse Management System| Export Import Logistics,Logistics,Chennai,Purchase / Logistics / Supply Chain,"Automobile, Auto Anciliary, Auto Components",Logistics Executive,80.270186,13.0836939,1838
 Walk-in Drive for Java Dev/sr. Dev on 29th June at Delhi,,2 - 7 yrs, Java| core java| J2EE| Hibernate| Spring| LDAP| ADFS| Json| SOAP| jQuery| REST| Javascript| Java Web Services| Java Api| Advanced Java| MVC| Web Services| Open Source| SOA| Cloud| spring integration,Programming & Design,Noida,"IT Software - Application Programming , Maintenance","IT-Software, Software Services",Software Developer,77.3271074,28.5707841,2257
 Hiring for Spring Boot Developer-noida,,2 - 3 yrs, spring boot| spring security| spring mvc,Programming & Design,Noida,"IT Software - Application Programming , Maintenance","IT-Software, Software Services",Software Developer,77.3271074,28.5707841,4379
 Dynamic CRM Architect,,8 - 12 yrs, Dynamics CRM| .Net| Azure| Visual Studio| Microsoft Dynamics| Solution Management| Root Cause| microservices| .NET development,Programming & Design,Bengaluru,"IT Software - ERP , CRM","IT-Software, Software Services",Technical Architect,77.590082,12.9767936,2417
 SE / SSE - DATA,,3 - 8 yrs,vide,Programming & Design,Bengaluru,"IT Software - Application Programming , Maintenance","Telcom, ISP",Software Developer,77.590082,12.9767936,5800
 Hiring for Accounts Manager (business Development)- Radio In,,2 - 6 yrs, Marketing Strategy| Strategic Thinking| Interpersonal Communication| Sales| Promotions| Accounting| Account Management| Team Leading| Business Development Management| Advertising,Retail Sales,Mumbai,"Sales , Retail , Business Development","Media, Entertainment, Internet",Sales/Business Development Manager,72.8773928,19.0759899,5115
Urgent Openings for O2C,, 0 - 2 Years,O2C|OTC|Order Management|Credit Management|Communication Skills,Accounts, Gurgaon,"Accounts , Finance , Tax , Company Secretary , Audit",Accounting / Finance,Accounts Executive/Accountant,77.00270015,28.42826235,2662
 ARCHITECTURAL CAD,,2 - 7 yrs, visualization| m e p| modeling| drafting| design development| drawings| cad| preparation| quality,Architectural Services,Kolkata,"Architecture , Interior Design","Construction, Engineering, Cement, Metals",Architect,88.35769124,22.5414185,3895
" HCL Tech Hiring ""physical Design Engineers"" for VLSI R&D Division",,5 - 10 yrs, pnr| primetime| sta| floorplan| timing closure| synthesis| vlsi| Physical design| floor planning,Engineering Design,"Bengaluru,Chennai,Hyderabad,Greater Noida","Engineering Design , R&D","Semiconductors, Electronics",Senior Design Engineer,,,3684
 Assistant Manager Purchase,,10 - 12 yrs, Assistant Manager Purchase,Purchase/Material Management,"Gurgaon,Manesar","Supply Chain , Logistics , Purchase , Materials","Electricals, Switchgears",Purchase Executive,76.92637867,28.32470955,2207
 Sr. Cloud Developer,,5 - 8 yrs, SQL| Python| Analytics| Machine learning| Solution architecture| Analytical| SCALA| Cosmos| Programming| Data warehousing,Programming & Design,"Mumbai,Indore,Pune","IT Software - Application Programming , Maintenance","Recruitment, Staffing",Software Developer,,,6355
 Hiring for Manager Quality ( Voice and Chat),,3 - 6 yrs, BPO| Transactional Quality| Quality Management| Quality manager| manager Quality,Quality,Delhi NCR,"ITES , BPO , KPO , LPO , Customer Service , Operations","BPO, Call Centre, ITeS",Quality Assurance/Quality Control Manager,77.1212148,28.6882438,5672
" South Indian Cook,",,2 - 5 yrs,vide,Senior Management,Bengaluru,"Hotels , Restaurants","Travel , Hotels , Restaurants , Airlines , Railways",Executive/Master Chef,77.590082,12.9767936,3668
 Sharepoint Support Engineer,,5 - 8 yrs, IIS| Exchange Server| Windows Server| WSS| Sharepoint| Active Directory,Admin/Maintenance/Security/Datawarehousing,Bengaluru,"IT Software - Network Administration , Security",IT-Hardware & Networking,Technical Support Engineer,77.590082,12.9767936,4677
 Asst Sales Manager_ API_ Chemical Distribution_ Mumbai,,7 - 12 yrs, pharma chemicals| business development| api| intermediates| sales,Corporate Sales,Mumbai,"Sales , Retail , Business Development","Chemicals, PetroChemical, Plastic, Rubber",Sales/Business Development Manager,72.8773928,19.0759899,4098
 Java- Technical Lead- Tavant Technologies - Hyderabad,,5 - 9 yrs, Hibernate| Design Patterns| Cloud| Spring Boot| Team Leader| core java| Web Services| Microservices,Programming & Design,Hyderabad,"IT Software - Application Programming , Maintenance","IT-Software, Software Services",Team Lead/Technical Lead,78.4740613,17.360589,6454
 Hiring For Oracle Apps DBA@ Hyderabad,,10 - 20 yrs, Exadata| performance tuning| 11g| patching| sql| dataguard| rac| cassandra| oracle database| Weblogic| ebs| asm| apps dba| cloning,Admin/Maintenance/Security/Datawarehousing,Hyderabad,"IT Software - DBA , Datawarehousing","IT-Software, Software Services",DBA,78.4740613,17.360589,5279
 Walk in For Pharmacist @ 1mg Technologies || Gurugram Sec 14,,2 - 7 yrs, hospital| pharma| pharmacy,R&D,Gurgaon,"Medical , Healthcare , R&D , Pharmaceuticals , Biotechnology","Medical, Healthcare, Hospitals",Pharmacist/Chemist/Bio Chemist,77.00270015,28.42826235,2070
" Agency Manager || Life Insurance ||ahmedabad , Bhopal , Vadodara",,2 - 7 yrs, Sales| insurance sales| agency sales| Direct sales| life advisor| channel sales| life insurance advisor| life insurance| agency,Retail Sales,"Bhopal,Ahmedabad,Vadodara","Sales , Retail , Business Development",Insurance,Sales/Business Development Manager,,,5105
 HR Trainer,,2 - 5 yrs, Training Needs| Soft Skills| Accent| HR| Feedback| Coaching| Customer Service| Process Compliance,Teachers,Bengaluru,"Teaching , Education , Training , Counselling","BPO, Call Centre, ITeS",Technical / Process Trainer,77.590082,12.9767936,6205
 Project Manager For Civil Work,,10 - 20 yrs, Real Estate Construction| Project Management| Interpersonal Communication| Communication Skills| Project Manager| Project Coordinator| site coordinator,Production/Manufacturing/Maintenance,Ahmedabad (Ellisbridge) ,"Production , Manufacturing , Maintenance","Real Estate, Property",Project Manager-Production/Manufacturing/Maintenance,72.5716416,23.022886,2387
 Vacancy For Motion Graphic Artist,,5 - 7 yrs, Graphics| Multimedia| Visualization| Infographics| Social Media| Adobe After Effects| Protools| Photoshop| Graphic Designing| English Language,,Pune,Other,"IT-Software, Software Services",Other,73.8544541,18.521428,6180
 Business Associate,,0 - 3 yrs, international bpo| Chat Process| voice based process| tele caller| process developer| Sales| b.a| exl| communication skills| Ba| Blended Process| bba| wipro| tcs| bbm| customer support| bcom| cse| accenture| Fresher| wns,Voice,Gurgaon,"ITES , BPO , KPO , LPO , Customer Service , Operations","KPO, Research, Analytics",Associate/Senior Associate -(NonTechnical),77.00270015,28.42826235,1988
 Project Support Officer/Administrator,,1 - 5 yrs, project support| Banking| Maya| E-commerce| big data,Technical Support,Chennai,"IT Hardware , Technical Support , Telecom Engineering","IT-Software, Software Services",Customer Support Engineer/Technician,80.270186,13.0836939,5330
" Immediate Requirement For Officer - IT @ Vibgyor High, Electronic City",,1 - 6 yrs, Networking| It Asset| Antivirus| Hardware Troubleshooting,Admin/Maintenance/Security/Datawarehousing,Bengaluru,"IT Software - Application Programming , Maintenance","Education, Teaching, Training",System Administrator,77.590082,12.9767936,1542
 Procurement - MDM,,2 - 7 yrs, Procurement| Business process| IT services| Automation| data services| Master data management| Consulting| Vendor| Troubleshooting| Business Executive,Purchase/Material Management,Gurgaon,Purchase / Logistics / Supply Chain,"IT-Software, Software Services",Purchase/Vendor Development Manager,77.00270015,28.42826235,6851
 If You're an Experienced in International Tech Sales Then Call Us / In,,1 - 4 yrs, Recruitment| Outbound| Technical support| English| Comp| Email| Troubleshooting| Domestic BPO| International BPO| Inbound calls,Voice,Kolkata,"ITES , BPO , KPO , LPO , Customer Service , Operations","IT-Software, Software Services",Associate/Senior Associate -(NonTechnical),88.35769124,22.5414185,6184
 Senior Game Artist,,3 - 8 yrs, Photoshop| Illustrator| Fine arts| Software design| User interface designing| game development| creative content| Supervision| Relationship Executive| Business Executive,Programming & Design,Mumbai,IT Software - Telecom Software,"Animation, Gaming",Graphic/Web Designer,72.8773928,19.0759899,4353
 Manager (PR),,5 - 8 yrs, marketing| project management| PR| project planning,Voice,Noida,"ITES , BPO , KPO , LPO , Customer Service , Operations","Education, Teaching, Training",Associate/Senior Associate -(NonTechnical),77.3271074,28.5707841,6753
 Senior Engineer Project,,2 - 5 yrs, Leadership training| Software development life cycle| Management,Project Management,"Manesar,Gurgaon,haryana","Site Engineering , Project Management","IT-Software, Software Services",Project Manager-IT/Software,76.92637867,28.32470955,3887
 PERL Developer,,6 - 8 yrs, Python| Six Sigma| PMP| .NET| HTML| JavaScript| SQL| Oracle| assembly language| Real Time Operating Systems,Programming & Design,Bengaluru,"IT Software - Application Programming , Maintenance","BPO, Call Centre, ITeS",Software Developer,77.590082,12.9767936,6509
" SME Techincal Supervisor_ Red Hat, Fuse, Apache, Camel_magarpatta",,12 - 16 yrs, apache camel| Administration| Technical Support| redhat| Activemq,System Design/Implementation/ERP/CRM,Pune,"IT Software - Application Programming , Maintenance","IT-Software, Software Services",Subject Matter Expert,73.8544541,18.521428,6571
 Wire Industry,,3 - 7 yrs, customer profiling| market research| sales executive| marketing executive| distributors| sales strategy| Business Development,Corporate Sales,"Gurgaon,Mumbai,Pune,Cuttack,Chennai,Kanpur,Kolkata,Raipur","Sales , Retail , Business Development","Recruitment, Staffing",Branch Manager/Regional Manager,,,5838
 Manager Brand Marketing,,4 - 7 yrs, customer segmentation| Brand management| Strategic partnerships| Brand marketing| Consumer insights| Performance appraisal| Operations| Promotional strategies| Marketing strategy| Recruitment,Marketing,Mumbai,"Marketing , Advertising , MR , PR , Media Planning","FMCG, Foods, Beverage",Product/Brand Manager,72.8773928,19.0759899,2257
 Oracle Fusion Apps_manufacturing_any Location,,6 - 11 yrs, Negotiation| Marine Operation| Oracle Fusion| Manufacturing| Inventory,System Design/Implementation/ERP/CRM,"Bengaluru,Pune","IT Software - ERP , CRM","IT-Software, Software Services",Functional Outside Consultant,73.912743,18.232257,6517
 VP / Sr.vp Fire,,17 - 27 yrs, Fire Safety| fire| Senior Management,Safety/Health/Environment,Delhi NCR,"Production , Manufacturing , Maintenance","Real Estate, Property",Safety Officer/Manager,77.1212148,28.6882438,5622
 Data Science Engineer,,5 - 10 yrs, Unix| data science| SQL| Linux| SAS| HTML| Perl| SDLC| Android| Python,Programming & Design,Bengaluru,"IT Software - Application Programming , Maintenance","Medical, Healthcare, Hospitals",Software Developer,77.590082,12.9767936,2638
